2017-10-22 23:10:03,893 [onode        27] [INFO ]  logging for the first time 
2017-10-22 23:10:07,631 [replica_2    347] [DEBUG]  SHUTTLE : ([b'\xdeH\x0c\xcb\n\x1f\xdb\x11%\xee\x83\xc8v\x0e0\x97\xed\x94\xf0m\xd5&?\xa7\xd2\xce\x1f\x12g\x8bi\xfe\x83(o\xfb\x88\x01A\x8f\x08\x1f/8B*\xb3\xb4\xcbn\xb9\xff\xf5\xd0.@v\xb3\x1bH\xb2\xad\xff\x00(1, "put(\'movie\',\'star\')")', b'\x10\x80\xc2\xdd\x9e$\xfb.7\x1aH\x06JK\xac\x88\xc07\x91\x10Fy\xd41\xe3.\x9d\xb4\x14\xe8\x83zq\xdc{t\x01X\n\xd9\xf1\x19\x80\xf6\'a\x05\xe2\x87"\xd3\x99\xf3\xe6\xb2\x90\x0c\x10@\x07A\xc1\xf2\x02(1, "put(\'movie\',\'star\')")'], [b'A\xaf\x1bGRD\xcd\xc8_\xe4d3\x8e\x1f\x16{\x1a]\\\xd3\xf2\xad\xdd~?\xf7/\xbd\x05\x89\xd1\r\xbfE\xc3\xcbv\xd3F\xbf\xe9)\xe7F\xd4\xc4\xa2;\xee\x80o\x15\xff\x07\x85\x01g\xda\x01\']y\xc2\x06(\'ok\', "put(\'movie\',\'star\')", b\'75db4aa93bd27850bc6dff0c8ba9420193961504b96d39627595f3aa8e60af63\')', b'\xb0_\x92\x01#\n\xf8\xb0\x93q.\x0e\x0c$\xd2\x1b\xfe\x11\xff\x90\xcf\xacJf}\xc7\xb74\xd6\xe7Z\x97\x17\xba\xbb\xba\xb2)\xfc\xfdcc-?\x96#\xec\xcb}!\xe6\xd8\x12\x1c\x9b\xdc\x9a\x8c\x99SO\xf1\x9b\x05(\'ok\', "put(\'movie\',\'star\')", b\'75db4aa93bd27850bc6dff0c8ba9420193961504b96d39627595f3aa8e60af63\')']), SLOT : 1
2017-10-22 23:10:07,632 [replica_1    146] [INFO ]  request_id : 10ee4619-1471-4469-927a-e2d0afc44b61, operation : put('movie','star'), client : <Client:85802#client_1>, validateOrderProof
2017-10-22 23:10:07,632 [replica_2    146] [INFO ]  request_id : ed45b61a-006e-4948-83ea-15365f7702be, operation : put('movie','star'), client : <Client:c3002#client_0>, validateOrderProof
2017-10-22 23:10:07,633 [replica_1    149] [DEBUG]  validating order proofs, SHUTTLE is not empty...
2017-10-22 23:10:07,633 [replica_2    149] [DEBUG]  validating order proofs, SHUTTLE is not empty...
2017-10-22 23:10:07,633 [replica_1    155] [DEBUG]  order number1from shttle : b'\xb3T\x97\xb2\xe6k\xabC\x05\x07^R\xfa\xc0|\x03\xdc|\x03 D\xc8\x9d\xfc\xde\xfe]gO\x00W\xc6\x19"\x87\x0f\x99\x1c\x1f\xfaH\x81okS\x1f\xfc\xa4\xa6\xf8\xb4\x93\xb6\x10v\xb25\xd8\xf5\xe541\xe4\x05(2, "put(\'movie\',\'star\')")'
2017-10-22 23:10:07,633 [replica_2    155] [DEBUG]  order number1from shttle : b'\xdeH\x0c\xcb\n\x1f\xdb\x11%\xee\x83\xc8v\x0e0\x97\xed\x94\xf0m\xd5&?\xa7\xd2\xce\x1f\x12g\x8bi\xfe\x83(o\xfb\x88\x01A\x8f\x08\x1f/8B*\xb3\xb4\xcbn\xb9\xff\xf5\xd0.@v\xb3\x1bH\xb2\xad\xff\x00(1, "put(\'movie\',\'star\')")'
2017-10-22 23:10:07,635 [replica_1    159] [DEBUG]  validating this slot pair of orderproodf 
2017-10-22 23:10:07,638 [replica_2    159] [DEBUG]  validating this slot pair of orderproodf 
2017-10-22 23:10:07,638 [replica_1    163] [DEBUG]  verified
2017-10-22 23:10:07,640 [replica_1    168] [INFO ]  validation success
2017-10-22 23:10:07,639 [replica_2    163] [DEBUG]  verified
2017-10-22 23:10:07,641 [replica_1    277] [INFO ]  Executing Operation in dictonary. operation : put('movie','star')
2017-10-22 23:10:07,641 [replica_2    155] [DEBUG]  order number2from shttle : b'\x10\x80\xc2\xdd\x9e$\xfb.7\x1aH\x06JK\xac\x88\xc07\x91\x10Fy\xd41\xe3.\x9d\xb4\x14\xe8\x83zq\xdc{t\x01X\n\xd9\xf1\x19\x80\xf6\'a\x05\xe2\x87"\xd3\x99\xf3\xe6\xb2\x90\x0c\x10@\x07A\xc1\xf2\x02(1, "put(\'movie\',\'star\')")'
2017-10-22 23:10:07,641 [replica_1    193] [DEBUG]  inside getResult_Order_Proof function for creating the current tuple
2017-10-22 23:10:07,642 [replica_2    159] [DEBUG]  validating this slot pair of orderproodf 
2017-10-22 23:10:07,642 [replica_1    189] [DEBUG]  orignal message : (2, "put('movie','star')"), signedMsg : b'\xe0\x00\xa4\x17\xfd\x98]\xad[g\xf9\xcao"7#pS\x8c[NF\xcf2!\\\xfd\x99\xbd\x87\xb3-\xa0\xbaS\xd6\xe6\xc6\x87\xbes\xd2\xd2L\xd9\x96\x1aB\x1a\\\xb8`\xb9\x18Y\xa7\xe7\xd54\x7f\x90\xd9\xc6\x05(2, "put(\'movie\',\'star\')")'
2017-10-22 23:10:07,643 [replica_2    163] [DEBUG]  verified
2017-10-22 23:10:07,643 [replica_1    189] [DEBUG]  orignal message : ('ok', "put('movie','star')", b'75db4aa93bd27850bc6dff0c8ba9420193961504b96d39627595f3aa8e60af63'), signedMsg : b'\xb0_\x92\x01#\n\xf8\xb0\x93q.\x0e\x0c$\xd2\x1b\xfe\x11\xff\x90\xcf\xacJf}\xc7\xb74\xd6\xe7Z\x97\x17\xba\xbb\xba\xb2)\xfc\xfdcc-?\x96#\xec\xcb}!\xe6\xd8\x12\x1c\x9b\xdc\x9a\x8c\x99SO\xf1\x9b\x05(\'ok\', "put(\'movie\',\'star\')", b\'75db4aa93bd27850bc6dff0c8ba9420193961504b96d39627595f3aa8e60af63\')'
2017-10-22 23:10:07,643 [replica_2    168] [INFO ]  validation success
2017-10-22 23:10:07,644 [replica_1    174] [DEBUG]  updateShuttle at Replica : <Replica:82002#replica_1>
2017-10-22 23:10:07,644 [replica_2    277] [INFO ]  Executing Operation in dictonary. operation : put('movie','star')
2017-10-22 23:10:07,644 [replica_1    361] [DEBUG]  shuttle after update: ([b'\xb3T\x97\xb2\xe6k\xabC\x05\x07^R\xfa\xc0|\x03\xdc|\x03 D\xc8\x9d\xfc\xde\xfe]gO\x00W\xc6\x19"\x87\x0f\x99\x1c\x1f\xfaH\x81okS\x1f\xfc\xa4\xa6\xf8\xb4\x93\xb6\x10v\xb25\xd8\xf5\xe541\xe4\x05(2, "put(\'movie\',\'star\')")', b'\xe0\x00\xa4\x17\xfd\x98]\xad[g\xf9\xcao"7#pS\x8c[NF\xcf2!\\\xfd\x99\xbd\x87\xb3-\xa0\xbaS\xd6\xe6\xc6\x87\xbes\xd2\xd2L\xd9\x96\x1aB\x1a\\\xb8`\xb9\x18Y\xa7\xe7\xd54\x7f\x90\xd9\xc6\x05(2, "put(\'movie\',\'star\')")'], [b'A\xaf\x1bGRD\xcd\xc8_\xe4d3\x8e\x1f\x16{\x1a]\\\xd3\xf2\xad\xdd~?\xf7/\xbd\x05\x89\xd1\r\xbfE\xc3\xcbv\xd3F\xbf\xe9)\xe7F\xd4\xc4\xa2;\xee\x80o\x15\xff\x07\x85\x01g\xda\x01\']y\xc2\x06(\'ok\', "put(\'movie\',\'star\')", b\'75db4aa93bd27850bc6dff0c8ba9420193961504b96d39627595f3aa8e60af63\')', b'\xb0_\x92\x01#\n\xf8\xb0\x93q.\x0e\x0c$\xd2\x1b\xfe\x11\xff\x90\xcf\xacJf}\xc7\xb74\xd6\xe7Z\x97\x17\xba\xbb\xba\xb2)\xfc\xfdcc-?\x96#\xec\xcb}!\xe6\xd8\x12\x1c\x9b\xdc\x9a\x8c\x99SO\xf1\x9b\x05(\'ok\', "put(\'movie\',\'star\')", b\'75db4aa93bd27850bc6dff0c8ba9420193961504b96d39627595f3aa8e60af63\')'])
2017-10-22 23:10:07,645 [replica_2    193] [DEBUG]  inside getResult_Order_Proof function for creating the current tuple
2017-10-22 23:10:07,646 [replica_1    203] [INFO ]  updating OrderProof and ResultProof !!
2017-10-22 23:10:07,646 [replica_2    189] [DEBUG]  orignal message : (1, "put('movie','star')"), signedMsg : b'\xc5y\t\xf9J\xed\xe1\x94y\xbcC$\\\xff\xfc\xe2\xaf\x15\x0f\xad7~\xaa\'\x9b\xf8\xd0\x06\xab\x88\xcadj1\xa3oNA>\xe6U\xd5@8;(q&\xd7\x81x\xda\x16\x97\x8a\x1eOx\xb1\x10\x03n\xb4\x0c(1, "put(\'movie\',\'star\')")'
2017-10-22 23:10:07,646 [replica_1    245] [INFO ]  CheckForPossibleFailure : {<Client:85802#client_1>: {'forwardRequestCounter': 0, 'directRequestCounter': 0, 'shuttleCounter': 1, 'resultShuttleCounter': 0}, <Client:c3002#client_0>: {'forwardRequestCounter': 0, 'directRequestCounter': 0, 'shuttleCounter': 1, 'resultShuttleCounter': 0}}, self.failureDS : {}, client : <Client:85802#client_1>
2017-10-22 23:10:07,647 [replica_1    397] [DEBUG]  counters : {<Client:85802#client_1>: {'forwardRequestCounter': 0, 'directRequestCounter': 0, 'shuttleCounter': 1, 'resultShuttleCounter': 0}, <Client:c3002#client_0>: {'forwardRequestCounter': 0, 'directRequestCounter': 0, 'shuttleCounter': 1, 'resultShuttleCounter': 0}}
2017-10-22 23:10:07,648 [replica_1    398] [INFO ]  TriggerName Found => None
2017-10-22 23:10:07,646 [replica_2    189] [DEBUG]  orignal message : ('ok', "put('movie','star')", b'75db4aa93bd27850bc6dff0c8ba9420193961504b96d39627595f3aa8e60af63'), signedMsg : b'\xb8\x06\x05\t\x1a<\xcc=_\xe3@}\xfa\x14\xb4e\x1ej}!\x8e0\xd0\x80a\xea\xd8\xd2\x0f\xfb\xdf\x8c\xdd\xc8\x16E\xfe\x1e\xbd-Kt\x01\x18\x99P0.G\xa6\x90\xb3\x8c\xd8U\xdbM\xeb\x95\x92XY\x8a\x07(\'ok\', "put(\'movie\',\'star\')", b\'75db4aa93bd27850bc6dff0c8ba9420193961504b96d39627595f3aa8e60af63\')'
2017-10-22 23:10:07,649 [replica_2    174] [DEBUG]  updateShuttle at Replica : <Replica:eac02#replica_2>
2017-10-22 23:10:07,651 [replica_2    361] [DEBUG]  shuttle after update: ([b'\xdeH\x0c\xcb\n\x1f\xdb\x11%\xee\x83\xc8v\x0e0\x97\xed\x94\xf0m\xd5&?\xa7\xd2\xce\x1f\x12g\x8bi\xfe\x83(o\xfb\x88\x01A\x8f\x08\x1f/8B*\xb3\xb4\xcbn\xb9\xff\xf5\xd0.@v\xb3\x1bH\xb2\xad\xff\x00(1, "put(\'movie\',\'star\')")', b'\x10\x80\xc2\xdd\x9e$\xfb.7\x1aH\x06JK\xac\x88\xc07\x91\x10Fy\xd41\xe3.\x9d\xb4\x14\xe8\x83zq\xdc{t\x01X\n\xd9\xf1\x19\x80\xf6\'a\x05\xe2\x87"\xd3\x99\xf3\xe6\xb2\x90\x0c\x10@\x07A\xc1\xf2\x02(1, "put(\'movie\',\'star\')")', b'\xc5y\t\xf9J\xed\xe1\x94y\xbcC$\\\xff\xfc\xe2\xaf\x15\x0f\xad7~\xaa\'\x9b\xf8\xd0\x06\xab\x88\xcadj1\xa3oNA>\xe6U\xd5@8;(q&\xd7\x81x\xda\x16\x97\x8a\x1eOx\xb1\x10\x03n\xb4\x0c(1, "put(\'movie\',\'star\')")'], [b'A\xaf\x1bGRD\xcd\xc8_\xe4d3\x8e\x1f\x16{\x1a]\\\xd3\xf2\xad\xdd~?\xf7/\xbd\x05\x89\xd1\r\xbfE\xc3\xcbv\xd3F\xbf\xe9)\xe7F\xd4\xc4\xa2;\xee\x80o\x15\xff\x07\x85\x01g\xda\x01\']y\xc2\x06(\'ok\', "put(\'movie\',\'star\')", b\'75db4aa93bd27850bc6dff0c8ba9420193961504b96d39627595f3aa8e60af63\')', b'\xb0_\x92\x01#\n\xf8\xb0\x93q.\x0e\x0c$\xd2\x1b\xfe\x11\xff\x90\xcf\xacJf}\xc7\xb74\xd6\xe7Z\x97\x17\xba\xbb\xba\xb2)\xfc\xfdcc-?\x96#\xec\xcb}!\xe6\xd8\x12\x1c\x9b\xdc\x9a\x8c\x99SO\xf1\x9b\x05(\'ok\', "put(\'movie\',\'star\')", b\'75db4aa93bd27850bc6dff0c8ba9420193961504b96d39627595f3aa8e60af63\')', b'\xb8\x06\x05\t\x1a<\xcc=_\xe3@}\xfa\x14\xb4e\x1ej}!\x8e0\xd0\x80a\xea\xd8\xd2\x0f\xfb\xdf\x8c\xdd\xc8\x16E\xfe\x1e\xbd-Kt\x01\x18\x99P0.G\xa6\x90\xb3\x8c\xd8U\xdbM\xeb\x95\x92XY\x8a\x07(\'ok\', "put(\'movie\',\'star\')", b\'75db4aa93bd27850bc6dff0c8ba9420193961504b96d39627595f3aa8e60af63\')'])
2017-10-22 23:10:07,652 [replica_2    203] [INFO ]  updating OrderProof and ResultProof !!
2017-10-22 23:10:07,653 [replica_2    142] [INFO ]  caching result for request_id : ed45b61a-006e-4948-83ea-15365f7702be
2017-10-22 23:10:07,654 [replica_2    366] [INFO ]  request_id : ed45b61a-006e-4948-83ea-15365f7702be, operation : put('movie','star'), client : <Client:c3002#client_0>SHUTTLE reached at Tail
2017-10-22 23:10:07,655 [replica_2    232] [INFO ]  retransmission flag ON. Sleeping for 2
2017-10-22 23:10:08,575 [client_0     141] [ERROR]  Client Timed out!!, request_id : ed45b61a-006e-4948-83ea-15365f7702be, operation : put('movie','star')
2017-10-22 23:10:08,576 [client_0     143] [INFO ]  Retransmission counter : 0
2017-10-22 23:10:08,577 [client_0     83] [INFO ]  Retransmission for request_id : ed45b61a-006e-4948-83ea-15365f7702be, operation : put('movie','star')
2017-10-22 23:10:08,578 [client_0     66] [INFO ]  Sending operations at Replicas, requestId: ed45b61a-006e-4948-83ea-15365f7702be, operation : put('movie','star')
2017-10-22 23:10:08,579 [client_0     158] [DEBUG]  orignal message : ed45b61a-006e-4948-83ea-15365f7702be, signedMsg : b'L\xd5\xde \x9f\x8c/\xa7\xc3l\xa8\xee\x85\xc9[\xbc\x10\xf0\xfb2\x1c\x16\xc5\x91\xcc\x08&\x89\x90\xb9s\xd7\xd2\xe0o\xfb\xc5\x94\xa9;J90D\xabr\xe4\x19\xe3/\xbe{\xd5\xcb\x9652\xcd\\\xfc\xb5Z\x82\x01ed45b61a-006e-4948-83ea-15365f7702be'
2017-10-22 23:10:08,580 [client_0     158] [DEBUG]  orignal message : put('movie','star'), signedMsg : b'\x8eU\xdd\x97a\xd1>\xfe\x11\\\x98\x8a\x15\xf3\xf6\x1c\x80\xd8\xc4\xd6!RsE\x87l\xb4O=\xc0\x81y\x1dS\x9a\xf2\xf5\xf3|\x04\x9d"\xde\xcf\xf4\xc6\xf0}j\xcec\'b\xd1Ie$\xeb\xe7"\x81:\x87\x01put(\'movie\',\'star\')'
2017-10-22 23:10:08,581 [client_0     66] [INFO ]  Sending operations at Replicas, requestId: ed45b61a-006e-4948-83ea-15365f7702be, operation : put('movie','star')
2017-10-22 23:10:08,581 [replica_0    126] [DEBUG]  getUnsignedData for request_id_en : b'L\xd5\xde \x9f\x8c/\xa7\xc3l\xa8\xee\x85\xc9[\xbc\x10\xf0\xfb2\x1c\x16\xc5\x91\xcc\x08&\x89\x90\xb9s\xd7\xd2\xe0o\xfb\xc5\x94\xa9;J90D\xabr\xe4\x19\xe3/\xbe{\xd5\xcb\x9652\xcd\\\xfc\xb5Z\x82\x01ed45b61a-006e-4948-83ea-15365f7702be'
2017-10-22 23:10:08,582 [client_0     158] [DEBUG]  orignal message : ed45b61a-006e-4948-83ea-15365f7702be, signedMsg : b'L\xd5\xde \x9f\x8c/\xa7\xc3l\xa8\xee\x85\xc9[\xbc\x10\xf0\xfb2\x1c\x16\xc5\x91\xcc\x08&\x89\x90\xb9s\xd7\xd2\xe0o\xfb\xc5\x94\xa9;J90D\xabr\xe4\x19\xe3/\xbe{\xd5\xcb\x9652\xcd\\\xfc\xb5Z\x82\x01ed45b61a-006e-4948-83ea-15365f7702be'
2017-10-22 23:10:08,582 [client_0     158] [DEBUG]  orignal message : put('movie','star'), signedMsg : b'\x8eU\xdd\x97a\xd1>\xfe\x11\\\x98\x8a\x15\xf3\xf6\x1c\x80\xd8\xc4\xd6!RsE\x87l\xb4O=\xc0\x81y\x1dS\x9a\xf2\xf5\xf3|\x04\x9d"\xde\xcf\xf4\xc6\xf0}j\xcec\'b\xd1Ie$\xeb\xe7"\x81:\x87\x01put(\'movie\',\'star\')'
2017-10-22 23:10:08,583 [client_1     141] [ERROR]  Client Timed out!!, request_id : 10ee4619-1471-4469-927a-e2d0afc44b61, operation : put('movie','star')
2017-10-22 23:10:08,583 [replica_0    138] [DEBUG]  request_id : ed45b61a-006e-4948-83ea-15365f7702be, unsigned successfully
2017-10-22 23:10:08,584 [client_1     143] [INFO ]  Retransmission counter : 0
2017-10-22 23:10:08,584 [replica_0    485] [INFO ]  RETRANSMISSION received at <Replica:d2002#replica_0>, requestId : ed45b61a-006e-4948-83ea-15365f7702be, operation : put('movie','star'), from client : <Client:c3002#client_0>
2017-10-22 23:10:08,584 [client_0     66] [INFO ]  Sending operations at Replicas, requestId: ed45b61a-006e-4948-83ea-15365f7702be, operation : put('movie','star')
2017-10-22 23:10:08,585 [client_1     83] [INFO ]  Retransmission for request_id : 10ee4619-1471-4469-927a-e2d0afc44b61, operation : put('movie','star')
2017-10-22 23:10:08,585 [replica_1    126] [DEBUG]  getUnsignedData for request_id_en : b'L\xd5\xde \x9f\x8c/\xa7\xc3l\xa8\xee\x85\xc9[\xbc\x10\xf0\xfb2\x1c\x16\xc5\x91\xcc\x08&\x89\x90\xb9s\xd7\xd2\xe0o\xfb\xc5\x94\xa9;J90D\xabr\xe4\x19\xe3/\xbe{\xd5\xcb\x9652\xcd\\\xfc\xb5Z\x82\x01ed45b61a-006e-4948-83ea-15365f7702be'
2017-10-22 23:10:08,586 [replica_0    493] [INFO ]  Operation is not recognized. Forwarding to HEAD REPLICA. From currentReplica : <Replica:d2002#replica_0>, client : <Client:c3002#client_0>
2017-10-22 23:10:08,586 [client_0     158] [DEBUG]  orignal message : ed45b61a-006e-4948-83ea-15365f7702be, signedMsg : b'L\xd5\xde \x9f\x8c/\xa7\xc3l\xa8\xee\x85\xc9[\xbc\x10\xf0\xfb2\x1c\x16\xc5\x91\xcc\x08&\x89\x90\xb9s\xd7\xd2\xe0o\xfb\xc5\x94\xa9;J90D\xabr\xe4\x19\xe3/\xbe{\xd5\xcb\x9652\xcd\\\xfc\xb5Z\x82\x01ed45b61a-006e-4948-83ea-15365f7702be'
2017-10-22 23:10:08,586 [client_1     66] [INFO ]  Sending operations at Replicas, requestId: 10ee4619-1471-4469-927a-e2d0afc44b61, operation : put('movie','star')
2017-10-22 23:10:08,587 [replica_0    440] [INFO ]  RETRANSMISSION_HEAD to HEAD Replica
2017-10-22 23:10:08,587 [client_0     158] [DEBUG]  orignal message : put('movie','star'), signedMsg : b'\x8eU\xdd\x97a\xd1>\xfe\x11\\\x98\x8a\x15\xf3\xf6\x1c\x80\xd8\xc4\xd6!RsE\x87l\xb4O=\xc0\x81y\x1dS\x9a\xf2\xf5\xf3|\x04\x9d"\xde\xcf\xf4\xc6\xf0}j\xcec\'b\xd1Ie$\xeb\xe7"\x81:\x87\x01put(\'movie\',\'star\')'
2017-10-22 23:10:08,588 [client_1     158] [DEBUG]  orignal message : 10ee4619-1471-4469-927a-e2d0afc44b61, signedMsg : b"\xb8\xd1\x11\x14\xd8\x16V\xc0,\xc7\xab\xb3\xcd$#\xa1!\x1f5/\xcd\xdd<(\r\xbbXd\x13V\xe5,[:^|'\xbca\x8c\x82\x97\xf2\xba\xb2\xc5\xceq\x0ca\x8a\xf7\xeb|\xd5\x82\xfb\xa7z\x13J\xd6G\x0810ee4619-1471-4469-927a-e2d0afc44b61"
2017-10-22 23:10:08,587 [replica_1    138] [DEBUG]  request_id : ed45b61a-006e-4948-83ea-15365f7702be, unsigned successfully
2017-10-22 23:10:08,588 [replica_0    126] [DEBUG]  getUnsignedData for request_id_en : b'L\xd5\xde \x9f\x8c/\xa7\xc3l\xa8\xee\x85\xc9[\xbc\x10\xf0\xfb2\x1c\x16\xc5\x91\xcc\x08&\x89\x90\xb9s\xd7\xd2\xe0o\xfb\xc5\x94\xa9;J90D\xabr\xe4\x19\xe3/\xbe{\xd5\xcb\x9652\xcd\\\xfc\xb5Z\x82\x01ed45b61a-006e-4948-83ea-15365f7702be'
2017-10-22 23:10:08,589 [replica_1    485] [INFO ]  RETRANSMISSION received at <Replica:82002#replica_1>, requestId : ed45b61a-006e-4948-83ea-15365f7702be, operation : put('movie','star'), from client : <Client:c3002#client_0>
2017-10-22 23:10:08,589 [client_1     158] [DEBUG]  orignal message : put('movie','star'), signedMsg : b"\xe7%?J\xf5\x11R\x1e\xae\xf7X\x0eq\xb9t\x91\x9e\xc5\x02mi\x8f\xd6\x1e:\xd7\x04<\x88<\xe3\xf3L\xb1\xa7\t\xebKk\xb1p ?\xc0\xbedM\x0f\x8bm<^*:E`\xc2\xaa:\xe5ty\x85\x02put('movie','star')"
2017-10-22 23:10:08,590 [replica_1    493] [INFO ]  Operation is not recognized. Forwarding to HEAD REPLICA. From currentReplica : <Replica:82002#replica_1>, client : <Client:c3002#client_0>
2017-10-22 23:10:08,590 [replica_0    138] [DEBUG]  request_id : ed45b61a-006e-4948-83ea-15365f7702be, unsigned successfully
2017-10-22 23:10:08,590 [client_1     66] [INFO ]  Sending operations at Replicas, requestId: 10ee4619-1471-4469-927a-e2d0afc44b61, operation : put('movie','star')
2017-10-22 23:10:08,590 [replica_0    443] [INFO ]  RETRANSMISSION_HEAD request received from<Replica:d2002#replica_0>
2017-10-22 23:10:08,591 [client_1     158] [DEBUG]  orignal message : 10ee4619-1471-4469-927a-e2d0afc44b61, signedMsg : b"\xb8\xd1\x11\x14\xd8\x16V\xc0,\xc7\xab\xb3\xcd$#\xa1!\x1f5/\xcd\xdd<(\r\xbbXd\x13V\xe5,[:^|'\xbca\x8c\x82\x97\xf2\xba\xb2\xc5\xceq\x0ca\x8a\xf7\xeb|\xd5\x82\xfb\xa7z\x13J\xd6G\x0810ee4619-1471-4469-927a-e2d0afc44b61"
2017-10-22 23:10:08,592 [replica_0    450] [INFO ]  Result shuttle is yet to receive at the head, waiting for it!! fromReplica : <Replica:d2002#replica_0>
2017-10-22 23:10:08,592 [client_1     158] [DEBUG]  orignal message : put('movie','star'), signedMsg : b"\xe7%?J\xf5\x11R\x1e\xae\xf7X\x0eq\xb9t\x91\x9e\xc5\x02mi\x8f\xd6\x1e:\xd7\x04<\x88<\xe3\xf3L\xb1\xa7\t\xebKk\xb1p ?\xc0\xbedM\x0f\x8bm<^*:E`\xc2\xaa:\xe5ty\x85\x02put('movie','star')"
2017-10-22 23:10:08,593 [replica_0    126] [DEBUG]  getUnsignedData for request_id_en : b"\xb8\xd1\x11\x14\xd8\x16V\xc0,\xc7\xab\xb3\xcd$#\xa1!\x1f5/\xcd\xdd<(\r\xbbXd\x13V\xe5,[:^|'\xbca\x8c\x82\x97\xf2\xba\xb2\xc5\xceq\x0ca\x8a\xf7\xeb|\xd5\x82\xfb\xa7z\x13J\xd6G\x0810ee4619-1471-4469-927a-e2d0afc44b61"
2017-10-22 23:10:08,593 [client_1     66] [INFO ]  Sending operations at Replicas, requestId: 10ee4619-1471-4469-927a-e2d0afc44b61, operation : put('movie','star')
2017-10-22 23:10:08,593 [replica_1    126] [DEBUG]  getUnsignedData for request_id_en : b"\xb8\xd1\x11\x14\xd8\x16V\xc0,\xc7\xab\xb3\xcd$#\xa1!\x1f5/\xcd\xdd<(\r\xbbXd\x13V\xe5,[:^|'\xbca\x8c\x82\x97\xf2\xba\xb2\xc5\xceq\x0ca\x8a\xf7\xeb|\xd5\x82\xfb\xa7z\x13J\xd6G\x0810ee4619-1471-4469-927a-e2d0afc44b61"
2017-10-22 23:10:08,593 [client_1     158] [DEBUG]  orignal message : 10ee4619-1471-4469-927a-e2d0afc44b61, signedMsg : b"\xb8\xd1\x11\x14\xd8\x16V\xc0,\xc7\xab\xb3\xcd$#\xa1!\x1f5/\xcd\xdd<(\r\xbbXd\x13V\xe5,[:^|'\xbca\x8c\x82\x97\xf2\xba\xb2\xc5\xceq\x0ca\x8a\xf7\xeb|\xd5\x82\xfb\xa7z\x13J\xd6G\x0810ee4619-1471-4469-927a-e2d0afc44b61"
2017-10-22 23:10:08,594 [replica_0    138] [DEBUG]  request_id : 10ee4619-1471-4469-927a-e2d0afc44b61, unsigned successfully
2017-10-22 23:10:08,594 [client_1     158] [DEBUG]  orignal message : put('movie','star'), signedMsg : b"\xe7%?J\xf5\x11R\x1e\xae\xf7X\x0eq\xb9t\x91\x9e\xc5\x02mi\x8f\xd6\x1e:\xd7\x04<\x88<\xe3\xf3L\xb1\xa7\t\xebKk\xb1p ?\xc0\xbedM\x0f\x8bm<^*:E`\xc2\xaa:\xe5ty\x85\x02put('movie','star')"
2017-10-22 23:10:08,594 [replica_0    485] [INFO ]  RETRANSMISSION received at <Replica:d2002#replica_0>, requestId : 10ee4619-1471-4469-927a-e2d0afc44b61, operation : put('movie','star'), from client : <Client:85802#client_1>
2017-10-22 23:10:08,594 [replica_1    138] [DEBUG]  request_id : 10ee4619-1471-4469-927a-e2d0afc44b61, unsigned successfully
2017-10-22 23:10:08,595 [replica_0    493] [INFO ]  Operation is not recognized. Forwarding to HEAD REPLICA. From currentReplica : <Replica:d2002#replica_0>, client : <Client:85802#client_1>
2017-10-22 23:10:08,595 [replica_1    485] [INFO ]  RETRANSMISSION received at <Replica:82002#replica_1>, requestId : 10ee4619-1471-4469-927a-e2d0afc44b61, operation : put('movie','star'), from client : <Client:85802#client_1>
2017-10-22 23:10:08,596 [replica_1    493] [INFO ]  Operation is not recognized. Forwarding to HEAD REPLICA. From currentReplica : <Replica:82002#replica_1>, client : <Client:85802#client_1>
2017-10-22 23:10:08,596 [replica_0    440] [INFO ]  RETRANSMISSION_HEAD to HEAD Replica
2017-10-22 23:10:08,597 [replica_0    126] [DEBUG]  getUnsignedData for request_id_en : b'L\xd5\xde \x9f\x8c/\xa7\xc3l\xa8\xee\x85\xc9[\xbc\x10\xf0\xfb2\x1c\x16\xc5\x91\xcc\x08&\x89\x90\xb9s\xd7\xd2\xe0o\xfb\xc5\x94\xa9;J90D\xabr\xe4\x19\xe3/\xbe{\xd5\xcb\x9652\xcd\\\xfc\xb5Z\x82\x01ed45b61a-006e-4948-83ea-15365f7702be'
2017-10-22 23:10:08,598 [replica_0    138] [DEBUG]  request_id : ed45b61a-006e-4948-83ea-15365f7702be, unsigned successfully
2017-10-22 23:10:08,598 [replica_0    443] [INFO ]  RETRANSMISSION_HEAD request received from<Replica:82002#replica_1>
2017-10-22 23:10:08,599 [replica_0    450] [INFO ]  Result shuttle is yet to receive at the head, waiting for it!! fromReplica : <Replica:82002#replica_1>
2017-10-22 23:10:08,600 [replica_0    440] [INFO ]  RETRANSMISSION_HEAD to HEAD Replica
2017-10-22 23:10:08,600 [replica_0    126] [DEBUG]  getUnsignedData for request_id_en : b"\xb8\xd1\x11\x14\xd8\x16V\xc0,\xc7\xab\xb3\xcd$#\xa1!\x1f5/\xcd\xdd<(\r\xbbXd\x13V\xe5,[:^|'\xbca\x8c\x82\x97\xf2\xba\xb2\xc5\xceq\x0ca\x8a\xf7\xeb|\xd5\x82\xfb\xa7z\x13J\xd6G\x0810ee4619-1471-4469-927a-e2d0afc44b61"
2017-10-22 23:10:08,601 [replica_0    138] [DEBUG]  request_id : 10ee4619-1471-4469-927a-e2d0afc44b61, unsigned successfully
